,,"2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female","Both sexes","Male","Female"
"ndx - number of people dying between ages x and x+n","30-34 years","895.5505661","1082.943118","688.4468178","903.904893","1083.503431","706.4262874","1127.766569","1311.400324","928.6742308","1271.586663","1505.014821","1020.759579","1383.892279","1531.640294","1225.386003"
"ndx - number of people dying between ages x and x+n","35-39 years","1183.032559","1475.584387","861.8630499","1227.896808","1524.675477","905.7833516","1494.484181","1898.138129","1058.43443","1507.293791","1860.860069","1125.325587","1624.323093","1952.684553","1269.406005"
"ndx - number of people dying between ages x and x+n","40-44 years","1536.840057","1844.010758","1204.165518","1595.235779","1860.504695","1309.077248","1768.677713","2239.214259","1256.913177","1847.954868","2305.271909","1348.7706","1890.791347","2280.437926","1465.120071"
"ndx - number of people dying between ages x and x+n","45-49 years","2147.69507","2648.572075","1607.064568","2263.257662","2785.49679","1698.158822","2523.59426","3075.677546","1916.517665","2466.760184","2996.163206","1882.080678","2673.754898","3222.276461","2069.20363"
"ndx - number of people dying between ages x and x+n","50-54 years","3387.723008","3715.392957","3032.799316","3782.662861","4061.853075","3478.639601","3365.045586","4013.968291","2642.897393","3330.321381","4082.142234","2492.055636","3762.306573","4479.0144","3000.815828"
"ndx - number of people dying between ages x and x+n","55-59 years","4877.466401","5685.775744","3994.85561","5248.074061","6085.722309","4329.498604","4906.905256","5954.896809","3724.267973","4774.949795","5433.864746","4070.217866","5663.098234","6496.462762","4780.650802"
"ndx - number of people dying between ages x and x+n","60-64 years","6757.01338","7351.04601","6100.272403","7036.868257","7626.067769","6383.897648","7050.51808","8052.425463","5954.687548","7144.668203","7926.025568","6315.765789","7347.633521","8183.31627","6478.152711"
"ndx - number of people dying between ages x and x+n","65-69 years","9176.893166","9749.740906","8538.647568","9080.434847","9669.912912","8464.120833","10438.50209","11348.37557","9429.466714","9735.747044","10618.05145","8821.776849","10580.44517","11353.73946","9748.473862"
"ndx - number of people dying between ages x and x+n","70-74 years","12034.04432","12277.53576","11802.29957","11689.11103","11941.42751","11444.57272","12304.18975","12442.51436","12151.64153","12715.98965","13016.11652","12380.99649","13289.69065","13323.29296","13177.76655"
"ndx - number of people dying between ages x and x+n","75-79 years","14222.79225","14154.44797","14334.24138","14022.62632","13972.51221","14123.82258","13686.37846","13294.91212","14070.65176","14944.11345","14212.25112","15667.83349","14620.3972","13692.92268","15571.40686"
"ndx - number of people dying between ages x and x+n","80-84 years","16248.67879","15141.34178","17464.23791","16379.29979","15389.10848","17434.15397","12763.45728","11452.84838","14163.00547","14336.37761","12776.74086","16015.81868","12776.24095","11310.4302","14380.76938"
"ndx - number of people dying between ages x and x+n","85+ years","21886.26452","19219.03046","24736.21985","19896.82505","17186.08928","22782.45379","19528.18692","16065.96693","23446.59694","14654.66194","12463.8429","17069.24379","10760.77104","9283.852866","12393.50032"
"nLx - person-years lived between ages x and x+n","<1 year","98054.39583","98051.13843","98057.97767","97434.45828","97460.37687","97405.8311","96878.684","96919.19764","96834.40065","96078.74142","96145.99146","96003.88689","95330.85811","95342.07625","95318.39395"
"nLx - person-years lived between ages x and x+n","1-4 years","387432.4372","387565.2454","387286.3455","383291.0316","383702.7066","382838.0029","379044.5204","379761.3434","378255.4635","373126.974","374218.3117","371912.679","367352.2148","368453.3785","366127.817"
"nLx - person-years lived between ages x and x+n","5-9 years","482409.0179","482771.2267","482010.5049","476565.4534","477407.0767","475639.4683","470013.8309","471497.5224","468376.5353","461074.2055","463280.0973","458620.235","452149.5271","454745.1624","449266.1272"
"nLx - person-years lived between ages x and x+n","10-14 years","481083.2944","481521.7371","480600.7845","474969.9449","475894.8253","473952.4057","467890.2517","469497.442","466115.2558","458346.3301","460802.997","455613.676","448806.8989","451783.1363","445503.8009"
"nLx - person-years lived between ages x and x+n","15-19  years","479425.6446","479925.659","478874.1154","473149.8645","474058.5472","472150.3415","465514.529","467142.7461","463716.2757","455465.7273","458055.2732","452588.0109","445561.9689","448807.639","441967.4479"
"nLx - person-years lived between ages x and x+n","20-24 years","476869.0943","477344.4574","476345.2188","470599.872","471413.8956","469706.034","461936.4498","463595.9843","460102.8047","451390.2528","454148.0301","448329.2344","440890.011","444589.7111","436807.5791"
"nLx - person-years lived between ages x and x+n","25-29 years","473543.891","473720.1408","473354.6395","467373.2498","467880.6563","466819.6558","457295.6871","458582.313","455871.2191","446366.3061","448926.8056","443518.206","435027.6712","438824.4536","430842.5921"
"nLx - person-years lived between ages x and x+n","30-34 years","469531.0941","469019.7518","470104.4508","463371.2245","463225.6111","463536.9615","451969.1143","452473.1901","451397.0886","440473.1562","442219.19","438501.3262","428406.9941","431721.2534","424739.7951"
"nLx - person-years lived between ages x and x+n","35-39 years","464334.6362","462623.4331","466228.6761","458041.7203","456705.1638","459506.4374","445413.4875","444449.344","446429.3169","433525.9551","433804.5027","433136.1133","420886.4557","423010.4413","418502.8151"
"nLx - person-years lived between ages x and x+n","40-44 years","457534.9547","454324.4452","461063.6047","450983.8888","448242.2134","453969.2859","437255.5827","434105.963","440640.9479","425137.8335","423389.1728","426950.8728","412098.6696","412427.6351","411666.4999"
"nLx - person-years lived between ages x and x+n","45-49 years","448323.6169","443092.9881","454035.5295","441337.6552","436627.2097","446451.1958","426524.9028","420818.7335","432707.3708","414351.0458","410135.585","418873.7446","400687.304","398670.8491","402830.6906"
"nLx - person-years lived between ages x and x+n","50-54 years","434485.0717","427183.0755","442435.8698","426222.8539","419508.835","433509.1997","411803.3032","403094.6189","421308.8332","399858.3419","392439.8214","407938.4038","384597.1503","379417.622","390155.642"
"nLx - person-years lived between ages x and x+n","55-59 years","413822.0982","403680.1538","424866.7325","403646.0116","394139.8965","413988.8542","391123.4261","378172.4561","405390.9197","379595.164","368649.8039","391532.7201","361033.6383","351978.9291","370701.9754"
"nLx - person-years lived between ages x and x+n","60-64 years","384735.8987","371088.0994","399628.9124","372933.6558","359860.4213","387205.3636","361229.8677","343154.1505","381193.5309","349796.119","335250.0782","365567.7609","328506.8089","315279.4815","342554.9666"
"nLx - person-years lived between ages x and x+n","65-69 years","344901.1323","328336.1321","363031.6125","332640.3981","316620.4696","350085.3174","317507.3173","294652.1479","342733.1453","307595.0809","288889.8856","327723.9043","283686.6122","266436.8422","301988.4002"
"nLx - person-years lived between ages x and x+n","70-74 years","291873.7886","273267.9404","312179.2446","280716.5334","262592.1186","300313.5835","260650.5877","235174.923","288780.3747","251465.7391","229804.4657","274716.971","224011.2726","204744.2611","244672.7992"
"nLx - person-years lived between ages x and x+n","75-79 years","226231.6972","207187.9811","246837.8923","216437.19","197807.2693","236392.5952","195674.1672","170831.3569","223224.6415","182315.4814","161733.5466","204594.896","154236.053","137203.722","172799.8657"
"nLx - person-years lived between ages x and x+n","80-84 years","150053.0196","133948.5067","167341.694","140432.3747","124403.2176","157497.6539","129549.5778","108961.9556","152640.4984","109114.2537","94261.06664","125385.7656","85744.45757","74695.33983","97919.42506"
"nLx - person-years lived between ages x and x+n","85+ years","114110.8432","97070.12686","132372.5059","101320.38","83362.85433","120785.4157","95575.16273","75660.65639","118277.7053","61396.42197","51893.68142","71848.0733","41857.04397","36202.085","48121.18031"
"Tx - person-years lived above age x","<1 year","7078755.627","6951722.239","7216656.311","6931467.761","6810913.365","7061753.603","6722850.45","6568546.045","6893996.328","6496473.13","6388048.306","6613356.48","6210871.61","6134334.019","6292487.813"
"Tx - person-years lived above age x","1-4 years","6980701.231","6853671.101","7118598.334","6834033.303","6713452.988","6964347.772","6625971.766","6471626.847","6797161.927","6400394.388","6291902.315","6517352.593","6115540.752","6038991.942","6197169.419"
"Tx - person-years lived above age x","5-9 years","6593268.794","6466105.855","6731311.988","6450742.271","6329750.281","6581509.769","6246927.245","6091865.504","6418906.464","6027267.414","5917684.003","6145439.914","5748188.537","5670538.564","5831041.602"
"Tx - person-years lived above age x","10-14 years","6110859.776","5983334.628","6249301.483","5974176.818","5852343.205","6105870.301","5776913.415","5620367.981","5950529.928","5566193.209","5454403.906","5686819.679","5296039.01","5215793.401","5381775.475"
"Tx - person-years lived above age x","15-19  years","5629776.481","5501812.891","5768700.699","5499206.873","5376448.379","5631917.895","5309023.163","5150870.539","5484414.673","5107846.879","4993600.909","5231206.003","4847232.111","4764010.265","4936271.674"
"Tx - person-years lived above age x","20-24 years","5150350.837","5021887.232","5289826.583","5026057.008","4902389.832","5159767.554","4843508.634","4683727.793","5020698.397","4652381.151","4535545.636","4778617.992","4401670.142","4315202.626","4494304.226"
"Tx - person-years lived above age x","25-29 years","4673481.743","4544542.775","4813481.365","4555457.136","4430975.937","4690061.52","4381572.184","4220131.809","4560595.592","4200990.899","4081397.606","4330288.758","3960780.131","3870612.915","4057496.647"
"Tx - person-years lived above age x","30-34 years","4199937.851","4070822.634","4340126.725","4088083.886","3963095.28","4223241.864","3924276.497","3761549.496","4104724.373","3754624.593","3632470.8","3886770.552","3525752.46","3431788.461","3626654.055"
"Tx - person-years lived above age x","35-39 years","3730406.757","3601802.882","3870022.274","3624712.662","3499869.669","3759704.902","3472307.383","3309076.306","3653327.285","3314151.436","3190251.61","3448269.226","3097345.466","3000067.208","3201914.26"
"Tx - person-years lived above age x","40-44 years","3266072.121","3139179.449","3403793.598","3166670.942","3043164.505","3300198.465","3026893.895","2864626.962","3206897.968","2880625.481","2756447.107","3015133.112","2676459.01","2577056.767","2783411.445"
"Tx - person-years lived above age x","45-49 years","2808537.166","2684855.004","2942729.993","2715687.053","2594922.292","2846229.179","2589638.312","2430520.999","2766257.02","2455487.648","2333057.934","2588182.24","2264360.341","2164629.132","2371744.945"
"Tx - person-years lived above age x","50-54 years","2360213.55","2241762.016","2488694.464","2274349.398","2158295.082","2399777.983","2163113.41","2009702.265","2333549.649","2041136.602","1922922.349","2169308.495","1863673.037","1765958.283","1968914.254"
"Tx - person-years lived above age x","55-59 years","1925728.478","1814578.94","2046258.594","1848126.544","1738786.247","1966268.783","1751310.107","1606607.646","1912240.816","1641278.26","1530482.528","1761370.091","1479075.886","1386540.661","1578758.612"
"Tx - person-years lived above age x","60-64 years","1511906.38","1410898.787","1621391.862","1444480.532","1344646.351","1552279.929","1360186.68","1228435.19","1506849.896","1261683.096","1161832.724","1369837.371","1118042.248","1034561.732","1208056.637"
"Tx - person-years lived above age x","65-69 years","1127170.481","1039810.687","1221762.949","1071546.876","984785.9295","1165074.566","998956.8127","885281.0398","1125656.365","911886.977","826582.6459","1004269.61","789535.4392","719282.2501","865501.6704"
"Tx - person-years lived above age x","70-74 years","782269.3487","711474.5551","858731.3369","738906.4781","668165.4598","814989.2483","681449.4954","590628.8919","782923.2198","604291.8962","537692.7603","676545.706","505848.8271","452845.408","563513.2702"
